bigram	frequency
god came	2
words come	2
cut carefully	2
pitiable end	2
came presently	2
outer courtyard	2
mother heard	2
fame reaches	2
going towards	2
fare well	2
three rows	2
may keep	2
gods vouchsafe	2
soften things	2
means whereby	2
like minerva	2
going along	2
mules drew	2
altar fragrant	2
right angles	2
set purpose	2
dangerous people	2
helping people	2
pointed spears	2
everlasting gods	2
poor miserable	2
ambrosial forage	2
fire flashing	2
dare break	2
death among	2
proud diomed	2
also like	2
people outside	2
mighty boxer	2
twin sons	2
slinks sulkily	2
back without	2
bore sarpedon	2
wife clytemnestra	2
ulysses returned	2
great bronze	2
spoke sarpedon	2
come flying	2
high house	2
one chariot	2
man take	2
distress may	2
good strong	2
good shirt	2
just managed	2
will govern	2
disposed suppliants	2
turned pale	2
tell calypso	2
point stuck	2
usual way	2
menelaus said	2
another round	2
serpent ate	2
may understand	2
women will	2
enemies make	2
will prove	2
gold whip	2
shall lay	2
great ox	2
go first	2
wedding presents	2
fate lured	2
egyptian thebes	2
gods proceed	2
almighty jove	2
many excellent	2
phaeacian ship	2
ran towards	2
apollo sent	2
like one	2
battle without	2
cut short	2
kept always	2
breaks loose	2
dolon answered	2
leathern bags	2
saved us	2
beside jove	2
now lording	2
nothing left	2
achaeans took	2
wise man	2
run full	2
juno made	2
goodly steeds	2
man born	2
driven towards	2
taken aim	2
played us	2
lest one	2
turn homeward	2
tydeus went	2
may kill	2
sleep might	2
great chieftain	2
brain inside	2
great one	2
penelope heard	2
mount ida	2
whole weight	2
hard work	2
fear neither	2
mighty warriors	2
will lead	2
one came	2
menelaus went	2
presently ulysses	2
achaean ships	2
six sons	2
mother shall	2
strong gates	2
now gave	2
son thrasymedes	2
divine voice	2
forgotten ulysses	2
men fell	2
meanwhile ajax	2
precious piece	2
tell ulysses	2
hands alike	2
best plan	2
drink till	2
twenty trojan	2
agamemnon took	2
ulysses standing	2
shall rend	2
take ilius	2
many myrmidons	2
whose horses	2
take counsel	2
jove vouchsafe	2
saw eumaeus	2
heavy swell	2
great neptune	2
many flocks	2
convincing proofs	2
prodigious force	2
juno saw	2
must consider	2
bad plight	2
huge black	2
fled back	2
storm winds	2
also much	2
floored mansion	2
suitors try	2
stones come	2
servant presently	2
hector let	2
make good	2
carry farthest	2
wallet full	2
terrible charybdis	2
shed light	2
mighty saturn	2
eddying waters	2
fight ever	2
much taller	2
wondrous armour	2
came agamemnon	2
great sea	2
well gainsaid	2
always said	2
learn jove	2
orchard lawns	2
loyal service	2
vast olympus	2
good cheer	2
children will	2
armour gleam	2
melancholy end	2
will share	2
therefore set	2
little life	2
hard thing	2
terribly afraid	2
patroclus struck	2
fight hand	2
whose wife	2
many also	2
better presence	2
snowy ranges	2
achaeans arm	2
roared applause	2
lot fell	2
also given	2
may hope	2
fair baskets	2
twelve jars	2
pisander son	2
ever since	2
ulysses looked	2
hateful self	2
long voyage	2
horses went	2
first went	2
pisistratus lashed	2
ever afterwards	2
man struck	2
never set	2
olympus reeled	2
quite reasonable	2
tumblers went	2
lycian archer	2
goats without	2
stay hector	2
battle raged	2
omened name	2
terrible fate	2
also twelve	2
powerful goddess	2
great anvil	2
honourable courtesy	2
valued friend	2
ill counsels	2
deep chest	2
rich treasure	2
well knew	2
one ever	2
excellent servant	2
jove vouchsafed	2
ulysses drew	2
native country	2
pay us	2
win great	2
two fell	2
us ask	2
heard nothing	2
larger one	2
will explain	2
took refuge	2
far ahead	2
now living	2
aloud saying	2
heart began	2
ulysses led	2
stubble fires	2
yet brought	2
fleet mars	2
roast meat	2
hector held	2
diomed go	2
good opinion	2
without flinching	2
either trojans	2
stout ox	2
battle like	2
will satisfy	2
agamemnon heading	2
evil gifts	2
full pursuit	2
saturn will	2
browed heifer	2
water became	2
phaeacian coast	2
took supper	2
rock near	2
see fit	2
hind might	2
host approaching	2
fight alive	2
people shall	2
days seven	2
apollo shouted	2
spear shall	2
done dinner	2
huntress diana	2
might see	2
noble peleus	2
word among	2
men loose	2
golden vase	2
share like	2
mixing bowls	2
saturn bowed	2
green grass	2
dead hero	2
make serviceable	2
danaan heroes	2
besought achilles	2
three daughters	2
mighty wave	2
will fall	2
doughty spear	2
clamorous throughout	2
will settle	2
began washing	2
river iardanus	2
battle though	2
also called	2
lying near	2
now turned	2
turned aside	2
readily give	2
fine young	2
ghosts came	2
phylace away	2
came among	2
must either	2
hector looked	2
bound round	2
fiery furnace	2
fight among	2
priam spoke	2
admirable woman	2
sat upright	2
apollo lord	2
add yet	2
give light	2
took pity	2
homeward voyage	2
sea came	2
man feared	2
never clear	2
impregnable bulwark	2
still guarded	2
now woke	2
richly inlaid	2
priam come	2
yet speaking	2
plain like	2
wore next	2
hear things	2
suitors went	2
people followed	2
brave comrade	2
neither ships	2
redoubtable son	2
one behind	2
never thought	2
made us	2
fed stream	2
heaven delivers	2
child may	2
hundred oxen	2
pelasgian lethus	2
men laid	2
due order	2
four hides	2
will sack	2
salt sea	2
brave wife	2
men disobeyed	2
next offered	2
old insolence	2
natural disposition	2
ever came	2
stooped forward	2
may pass	2
apollo will	2
years without	2
give every	2
battle till	2
heaven sends	2
bearing away	2
ships along	2
fight well	2
good one	2
savage lion	2
first find	2
will rue	2
strength will	2
ajax saw	2
argives saying	2
towards achilles	2
old warrior	2
comrades round	2
us better	2
property among	2
goddess took	2
battle rage	2
find friends	2
shed sleep	2
sea just	2
must offer	2
never gone	2
flame played	2
among one	2
purple wool	2
old dolius	2
mother brought	2
arms round	2
surpassing beauty	2
leaving home	2
stayed behind	2
trojans single	2
also make	2
now face	2
wintry dodona	2
find sad	2
younger men	2
ulysses caught	2
goddess though	2
euryalus son	2
angry answer	2
apollo spoke	2
looked straight	2
fair skin	2
achilles shall	2
lycaon shouted	2
flowing oceanus	2
quite truly	2
called ulysses	2
always contradicts	2
sacrificing priest	2
proud son	2
brave warriors	2
woman skilled	2
swineherd came	2
pandarus son	2
even jove	2
swear falsely	2
still much	2
took pleasure	2
without one	2
wonderfully like	2
beat high	2
better saying	2
quite near	2
persuade ulysses	2
shield clashed	2
curls like	2
kinsmen will	2
sthenelus son	2
break away	2
friend among	2
golden cloud	2
fight us	2
hector called	2
without blemish	2
luck go	2
child will	2
shall first	2
one might	2
wide jaws	2
bed ready	2
come among	2
slain noble	2
mane streams	2
another driver	2
lions prowling	2
wooden horse	2
replied penelope	2
dearest friend	2
achilles caught	2
public feeling	2
made glaucus	2
till agamemnon	2
short time	2
kept thinking	2
called loudly	2
chosen men	2
will confirm	2
took nothing	2
men stay	2
minerva saw	2
fall back	2
rang loudly	2
sweet song	2
trojans fell	2
fight without	2
goodly cauldron	2
euryclea left	2
people heard	2
much money	2
afraid jove	2
know better	2
nestor rose	2
high aloft	2
due rites	2
ulysses glared	2
brought disgrace	2
lie dead	2
spoke achilles	2
within earshot	2
ajax threw	2
still worse	2
full bloom	2
nothing else	2
mighty ilius	2
indeed better	2
preceding day	2
bed fellow	2
heralds went	2
high mountains	2
us lie	2
dear wife	2
will promise	2
like sheep	2
hearts sank	2
chariot race	2
said antinous	2
jove grant	2
great rocks	2
back within	2
may please	2
prince among	2
hector thereon	2
feeble folk	2
telemachus told	2
goodly raiment	2
till sundown	2
fain fight	2
ithaca openly	2
ere ever	2
grim mars	2
without compunction	2
yet others	2
spear eleven	2
stately dance	2
venus took	2
achilles vaunted	2
except one	2
cut lengthways	2
hector spoke	2
heaven send	2
crew took	2
lamentation saying	2
fighting among	2
much booty	2
calypso went	2
hardship reach	2
peleus son	2
admirable wife	2
hearted paris	2
purple mantle	2
drew close	2
might even	2
retire within	2
will sit	2
helped us	2
blind theban	2
peleus now	2
death enfolded	2
us may	2
always babble	2
soon carried	2
formal notice	2
anything like	2
saturn looked	2
stepmother eriopis	2
whereon minerva	2
minerva flung	2
dust rose	2
dense body	2
crafty ulysses	2
one approved	2
forest fire	2
flashed fire	2
far rather	2
greaves fitted	2
skilful archer	2
wedded lord	2
kept watch	2
ulysses hung	2
evil times	2
came across	2
busy cutting	2
take twenty	2
saturn turned	2
shall eat	2
now met	2
lived near	2
clear water	2
island far	2
like seeing	2
father used	2
crew brought	2
prize money	2
dry ground	2
ship flew	2
yet gave	2
much displeased	2
noble sir	2
head saying	2
heard jove	2
flying pell	2
became hot	2
clear spring	2
away groaning	2
wounded either	2
lies low	2
far beneath	2
now eating	2
cross jove	2
great staircase	2
keep coming	2
shrill winds	2
dead sadly	2
fall among	2
full fight	2
return safely	2
bad ways	2
blood welled	2
venus answered	2
shield turned	2
getting dinner	2
river aegyptus	2
pleased jove	2
better part	2
will ransom	2
wooded slopes	2
wanted ulysses	2
began chopping	2
without food	2
front like	2
pleased hector	2
still weeping	2
arrow standing	2
eyes fell	2
battle clad	2
flocks unharmed	2
keep one	2
full fed	2
must therefore	2
us without	2
strict orders	2
sensible people	2
testimony among	2
fairest robe	2
will point	2
nestor went	2
hector also	2
next came	2
go even	2
principal men	2
stripped patroclus	2
poor wretches	2
seat beside	2
now placed	2
held back	2
poor comrades	2
apollo turned	2
brave though	2
seven well	2
broken hearted	2
lion fastens	2
wandering rocks	2
cruel fate	2
death came	2
achaeans used	2
first instance	2
set cups	2
argives stood	2
green old	2
hector still	2
tambour frame	2
ulysses may	2
jove raised	2
rolling round	2
might fight	2
thundered loudly	2
agelaus son	2
long gone	2
beat one	2
good thick	2
going upstairs	2
except alcinous	2
bitterly hereafter	2
many different	2
holy cilla	2
juno lashed	2
may begin	2
comfort within	2
whole crew	2
mother gave	2
presently came	2
closely serried	2
one comes	2
two sat	2
barbed arrow	2
spoke polydamas	2
ulysses come	2
however brave	2
may advise	2
will tear	2
single man	2
rocky calydon	2
hearts beat	2
dead heat	2
ajax said	2
gods grant	2
like fishes	2
reached pherae	2
home may	2
goes near	2
six feet	2
two points	2
dwell near	2
meadow full	2
must still	2
like hyacinth	2
long journey	2
achilles smote	2
thracian sword	2
twelve rugs	2
know well	2
seat facing	2
ruing bitterly	2
man now	2
found alexandrus	2
agamemnon sent	2
slow still	2
might set	2
skilful workman	2
gives ear	2
eumaeus prayed	2
draw nigh	2
crowded round	2
four days	2
vouchsafed us	2
reach ithaca	2
hands till	2
utterly without	2
sea grew	2
thick forest	2
mars robbed	2
two sheep	2
know one	2
come forth	2
agamemnon rose	2
five years	2
like also	2
bard demodocus	2
fight bravely	2
clad slopes	2
tramp irus	2
still fighting	2
hector shouted	2
sad news	2
flaming chariot	2
straight towards	2
now set	2
suitors single	2
got safe	2
wooded island	2
rushed forward	2
sail back	2
male sheep	2
full flood	2
others still	2
without heaven	2
may lose	2
bard also	2
sail bellied	2
need say	2
agamemnon saw	2
still nurses	2
ulysses reached	2
mighty arms	2
servants brought	2
peleus bore	2
either god	2
life ebbed	2
fleet messengers	2
great eetion	2
due pomp	2
huge achilles	2
presently diomed	2
drive hector	2
little longer	2
will gild	2
looking fearfully	2
become even	2
heaven vouchsafed	2
apollo vouchsafes	2
lighter blow	2
gone back	2
get close	2
sweet corn	2
single fold	2
must come	2
old wallet	2
noble epeus	2
common lot	2
polished marble	2
dark blood	2
waiting woman	2
thetis came	2
achilles made	2
rich sanctuary	2
raged round	2
never see	2
snowy summits	2
took charge	2
good men	2
king menelaus	2
head like	2
upper room	2
facing orion	2
mother dione	2
two corpses	2
iris left	2
aeaean circe	2
ran back	2
minerva driver	2
tydeus will	2
back safely	2
three best	2
shall kill	2
lost hold	2
never dare	2
just taken	2
broad river	2
achilles spoke	2
bad news	2
even trying	2
part us	2
goodly garden	2
plainness exactly	2
thracian soldiers	2
apollo caught	2
hero echeneus	2
think well	2
thrown spear	2
disposed ruler	2
great people	2
longer face	2
neither eat	2
noble agenor	2
others bear	2
egyptians killed	2
excellent father	2
noble pelasgi	2
gave ear	2
except laodamas	2
bronze helmet	2
achilles drew	2
monstrous blood	2
couch beside	2
fat five	2
another like	2
take pleasure	2
great black	2
argives will	2
exceedingly near	2
sea runs	2
see land	2
may disgrace	2
great riches	2
large stones	2
must needs	2
poor feckless	2
priam bade	2
may carry	2
day shall	2
island called	2
bed outside	2
us suitors	2
terrific fury	2
lightning will	2
trojans made	2
highest honour	2
fastest runner	2
carried us	2
dear parents	2
now jove	2
tripod full	2
stained armour	2
well lay	2
quite clear	2
city groaning	2
fertile thrace	2
juno put	2
two horses	2
sons left	2
divided whether	2
speak wisely	2
yet though	2
disposed person	2
past us	2
awful monster	2
think proper	2
jove spread	2
shield four	2
eighth year	2
will sleep	2
jove now	2
without losing	2
strike terror	2
one living	2
twelve fair	2
poor people	2
agamemnon went	2
change colour	2
eighty ships	2
utter ruin	2
lay concealed	2
arms sometimes	2
sawn ivory	2
achaeans brought	2
trojans also	2
whirling clouds	2
famous archer	2
well able	2
time ulysses	2
let heaven	2
better horses	2
little man	2
may wash	2
early morning	2
topmost crest	2
also better	2
found standing	2
older person	2
set beds	2
well versed	2
mother juno	2
strong mule	2
best pig	2
women inside	2
just killed	2
murderous course	2
hard task	2
near ulysses	2
fight sooner	2
cunning counsel	2
shall bid	2
though heaven	2
fair golden	2
bridal chamber	2
made light	2
without gifts	2
great slaughter	2
made yet	2
sat alone	2
early summer	2
furious hector	2
hero eurypylus	2
pronged spits	2
sit beside	2
yet takes	2
us retreat	2
returned home	2
unseemly way	2
whole town	2
fetch water	2
nothing save	2
real truth	2
alone know	2
hand towards	2
trojan horses	2
come along	2
wounded though	2
given us	2
crew came	2
goatherd melanthius	2
cunning workman	2
much pleased	2
found achilles	2
will bury	2
say much	2
fleetest runner	2
runs high	2
antilochus son	2
trojans held	2
euryclea heard	2
never return	2
known among	2
men away	2
ulysses hit	2
beyond measure	2
now make	2
back alive	2
fall dying	2
winged arrow	2
two ends	2
swept away	2
son leave	2
moreover let	2
fighting followers	2
humbly pray	2
voice saying	2
keep hanging	2
now give	2
wind sprang	2
mare aethe	2
monster gorgon	2
ever ulysses	2
great wickedness	2
blue waters	2
facing ulysses	2
pointed shaft	2
always good	2
consuming fire	2
atreus went	2
immortal head	2
two go	2
rest alive	2
cruel manner	2
hand horse	2
little need	2
now reigning	2
dark blue	2
sleep took	2
antilochus sprang	2
light gossamer	2
ilius shall	2
fierce achaeans	2
youths set	2
keep aloof	2
cupbearer go	2
first wash	2
slay till	2
sleeping sweetly	2
god took	2
vision said	2
achaean youths	2
like men	2
already given	2
always wanted	2
man saw	2
day broke	2
flew past	2
alone never	2
gracious mind	2
high hills	2
swift messenger	2
person among	2
towards erebus	2
last thing	2
uprose king	2
ever given	2
diomed stayed	2
eddying stream	2
flew onward	2
bed till	2
machaon son	2
one single	2
kept trying	2
ever present	2
sails inside	2
talking among	2
two famous	2
two white	2
apollo took	2
sixty ships	2
water round	2
now dead	2
longer hold	2
joined battle	2
rulest tenedos	2
broad back	2
people often	2
now surely	2
minerva left	2
considered whether	2
barren ocean	2
like wolves	2
hill callicolone	2
undressed bullock	2
much dismayed	2
valiant warriors	2
famous sons	2
twisted ox	2
women skilled	2
archer goddess	2
us gods	2
foremost champion	2
twisted thongs	2
care neither	2
now offered	2
agenor saw	2
golden arrows	2
may drink	2
achaeans followed	2
linen cloth	2
shall reckon	2
staid steadily	2
large sum	2
men dragging	2
going away	2
another may	2
horses swerved	2
presently found	2
plying lustily	2
peace among	2
right wrist	2
will cut	2
former husband	2
may fight	2
will essay	2
killed us	2
life yet	2
good master	2
people escorts	2
taunting speeches	2
began eating	2
savage wild	2
fame shall	2
thick wood	2
find trouble	2
fled pell	2
bloodstained spoils	2
giving ground	2
great trouble	2
xanthus filled	2
sent message	2
mourning round	2
crested helmet	2
another time	2
five year	2
famous sea	2
good counsel	2
though many	2
hundred tassels	2
said will	2
hector takes	2
dense cloud	2
suitors kept	2
may choose	2
know neither	2
told telemachus	2
tenth year	2
saw agamemnon	2
sea midway	2
kill every	2
meriones took	2
richly wrought	2
meet death	2
regards rescuing	2
noised abroad	2
will pass	2
father went	2
strength holds	2
erewhile took	2
rose high	2
travel far	2
gods stand	2
fifty oarsmen	2
terrible cry	2
break even	2
red wine	2
round achilles	2
will presently	2
horse pedasus	2
great heavens	2
tilled fields	2
might win	2
mule foals	2
iron cauldrons	2
idomeneus said	2
uncle neptune	2
way hither	2
counselling jove	2
quarrel may	2
great city	2
lays hold	2
river spercheius	2
turns round	2
dear young	2
perished far	2
skin cap	2
jove thundered	2
thin legs	2
pylian people	2
already close	2
cunning ulysses	2
eyes glared	2
also among	2
see mischief	2
consider whether	2
peleus must	2
nothing shall	2
bloody weal	2
taking away	2
killed two	2
turn gave	2
rich family	2
gods went	2
either unloose	2
trojans now	2
quivering till	2
greater glory	2
never will	2
armed warrior	2
apollo obeyed	2
silver work	2
dogs shall	2
black cloud	2
limbs fail	2
never remain	2
right buttock	2
hector killed	2
waggon fast	2
shall serve	2
people speak	2
god went	2
ulysses rejoiced	2
man instantly	2
carver fetched	2
cowardly creatures	2
better even	2
take ulysses	2
gossamer fabric	2
will undertake	2
first prize	2
antilochus hit	2
away without	2
long away	2
fair fight	2
might tell	2
goddess circe	2
half talent	2
tawny lion	2
see ulysses	2
tell agamemnon	2
proud spirit	2
euryclea said	2
better times	2
narrow space	2
achaeans back	2
sometimes tempts	2
picked crew	2
kept turning	2
lycian captains	2
others set	2
morn appeared	2
will speak	2
chest like	2
haired menelaus	2
may expect	2
reach achaean	2
sharpened bronze	2
fight like	2
took every	2
antinous scolded	2
picked men	2
obedient steeds	2
good wife	2
good looks	2
narrow passage	2
comfortable ordinances	2
high feast	2
wall away	2
king pheidon	2
will wash	2
eat bread	2
golden scales	2
soul went	2
another person	2
friends around	2
blue waves	2
low fellow	2
another seat	2
born young	2
men even	2
aepea also	2
man either	2
clean clothes	2
schedius son	2
nine ships	2
rest swear	2
honourable man	2
us fail	2
suitors came	2
four plumes	2
replied menelaus	2
infused fresh	2
daughter will	2
heart yearned	2
aeneas sprang	2
golden cruse	2
go alone	2
menelaus fight	2
achilles rose	2
take something	2
achaeans stood	2
richest city	2
much shocked	2
well grown	2
six daughters	2
sad spirit	2
death staring	2
outer meats	2
achilles cut	2
ulysses heard	2
gleaming girdle	2
cry spoke	2
old nurse	2
great thing	2
exposed near	2
son mercury	2
dear phoebus	2
sad comfort	2
woman took	2
former prowess	2
oileus took	2
chariot races	2
two moliones	2
roughly away	2
much think	2
till rosy	2
beautifully enriched	2
mighty monster	2
peleus bade	2
delicate hand	2
fat goats	2
achilles stayed	2
away much	2
full array	2
say point	2
panic stricken	2
great straits	2
good dinner	2
spear fell	2
strong horses	2
achilles killed	2
one hope	2
great value	2
little fellow	2
perfectly able	2
death though	2
mountain savages	2
helmet fell	2
wood fire	2
large fire	2
dwell among	2
rich plains	2
woman servant	2
clear sky	2
many sons	2
eleven days	2
jove lord	2
also prayed	2
comrades saying	2
make amends	2
escort inasmuch	2
full towards	2
dear old	2
came full	2
also left	2
glaucus leave	2
apollo may	2
whole host	2
better luck	2
words pleased	2
apisaon son	2
cry called	2
fills men	2
trojan forces	2
lie apart	2
pitiless stone	2
achilles next	2
respect due	2
night may	2
fell like	2
doors behind	2
without offering	2
buried deep	2
horses stood	2
many sea	2
will prevent	2
might wash	2
excellent disposition	2
sometimes send	2
stay longer	2
pramnian wine	2
minerva daughter	2
established cities	2
presently menelaus	2
quickly forward	2
dark till	2
saturn sitting	2
lightning struck	2
poor men	2
noble nestor	2
achaean women	2
standing round	2
alcinous led	2
hector already	2
two others	2
cross plank	2
killing great	2
winnowing shovel	2
yearling heifers	2
ambrosial locks	2
glittered like	2
ingloriously back	2
done much	2
honourable men	2
sorrow will	2
daughter may	2
feast among	2
make ready	2
may direct	2
noemon son	2
fall now	2
fair fields	2
indeed come	2
young olive	2
front now	2
jutting rock	2
us still	2
live well	2
lycian warriors	2
every pore	2
longer stay	2
heavy cloak	2
may want	2
four horses	2
workman vulcan	2
ulysses wore	2
place called	2
trembled within	2
may return	2
looked angrily	2
shed sweet	2
tell people	2
just coming	2
without misadventure	2
came eighty	2
darting apollo	2
meanwhile melanthius	2
stood looking	2
vaunted loudly	2
ebb away	2
loth midway	2
give good	2
fell talking	2
will rot	2
cut stones	2
may escape	2
safe return	2
excellent workwomen	2
one hit	2
minerva now	2
bring one	2
two took	2
grow thick	2
achilles told	2
another achilles	2
third time	2
asius son	2
great bar	2
fleet runner	2
shall send	2
excellent mother	2
dardanians good	2
piteous moan	2
won races	2
spear still	2
rich mycene	2
now idomeneus	2
lies deep	2
two hundred	2
mid ocean	2
handled urn	2
opposite ulysses	2
will escape	2
drive straight	2
end went	2
mighty sword	2
wage war	2
whose hands	2
red snake	2
offer hecatombs	2
great weight	2
horned stag	2
tell king	2
evil will	2
now fighting	2
jove urged	2
ever born	2
telling lies	2
several places	2
noble comrade	2
stranger come	2
us often	2
miserable end	2
ran round	2
greater fury	2
stay talking	2
reached troy	2
stones set	2
yet reached	2
back midway	2
great peril	2
eyed goddess	2
men gave	2
near priam	2
yet none	2
many friends	2
eyes gleamed	2
giving people	2
great sum	2
comrades bore	2
lose heart	2
keep silence	2
man came	2
present mind	2
hector left	2
priam said	2
good ship	2
teiresias shall	2
agelaus shouted	2
fought among	2
wondrous shield	2
skin full	2
god presently	2
indeed remember	2
among women	2
torch light	2
wife went	2
clear fire	2
hosts aimed	2
take aim	2
may catch	2
mother marry	2
stood forward	2
somewhere else	2
killed antinous	2
menelaus took	2
waggon ready	2
visit menelaus	2
whose peer	2
iris came	2
greatly angered	2
arete told	2
fresh wound	2
go within	2
presently deprived	2
hardly done	2
much harm	2
six lusty	2
either join	2
feckless ghosts	2
goodly chariot	2
sheep belonging	2
words set	2
faring folk	2
armour now	2
strength left	2
hand without	2
mountain dell	2
showed us	2
winds blow	2
great house	2
within reach	2
get supper	2
nothing better	2
upper part	2
will reach	2
insolence reach	2
man shall	2
penelope began	2
minerva began	2
fat sheep	2
two brawny	2
however great	2
never going	2
cretans answered	2
will still	2
spear pierced	2
sank within	2
fifty men	2
laid many	2
accounted wealthy	2
poor things	2
cow dung	2
haired rhadamanthus	2
wall round	2
now holding	2
cape malea	2
will sacrifice	2
taloned vultures	2
much distress	2
bring forth	2
linen sheet	2
great woolly	2
equal honour	2
telemachus strode	2
imperishable staff	2
catch hold	2
people draw	2
projecting part	2
stay us	2
may reach	2
greatly better	2
fast hold	2
sailed sadly	2
helmsman headed	2
spoke eurylochus	2
hector fall	2
much alike	2
came driving	2
dying danaans	2
around one	2
sharp stakes	2
giving chase	2
evil counsel	2
gave orders	2
mere child	2
especial honour	2
noble knight	2
twenty young	2
came together	2
now mars	2
escape us	2
gave ajax	2
keeping back	2
gold brooch	2
shouted aloud	2
bid priam	2
heaven dispersed	2
aeneas killed	2
one going	2
grassy dell	2
hyacinth blossoms	2
will lame	2
will destroy	2
armour flashed	2
jove shall	2
like fire	2
achaeans whose	2
sheer rock	2
men begged	2
answering one	2
clean water	2
immortal mother	2
golden armour	2
said achilles	2
desert island	2
men spoke	2
also saw	2
girdle round	2
public moment	2
many achaeans	2
welcomed home	2
two fair	2
honesty addressed	2
twelfth day	2
rocky imbrus	2
equal number	2
overarching cavern	2
suitors ask	2
may prove	2
men approved	2
noble wife	2
lose sight	2
goddesses drove	2
fair town	2
stood weeping	2
diocles lived	2
brave lycians	2
may say	2
fair meonia	2
got dinner	2
wide open	2
yet live	2
towards ulysses	2
rarest workmanship	2
one dazed	2
still currents	2
give back	2
burning brands	2
great anger	2
heavy sigh	2
protect us	2
trench deep	2
poor mother	2
apollo saying	2
achilles gave	2
will box	2
ships away	2
huddle together	2
sword drawn	2
seats inside	2
good courage	2
eight years	2
will bear	2
prayed inwardly	2
perish ingloriously	2
mean mischief	2
darted towards	2
sailed home	2
girt island	2
sorrow shall	2
excellent seer	2
soldier among	2
us stay	2
eminent among	2
like sunlight	2
fenced homestead	2
swineherd brought	2
jove hates	2
achilles brought	2
another prize	2
blessed god	2
said nestor	2
carried hither	2
minerva set	2
will restore	2
groaning heavily	2
tydeus came	2
bread baskets	2
gathered much	2
watered shore	2
sped onwards	2
coward henceforward	2
lovely thetis	2
whose counsels	2
morning let	2
snowy heights	2
crew bring	2
whose blood	2
jove thunder	2
side took	2
bold hussy	2
twenty oxen	2
sensible person	2
bath room	2
got wind	2
dark abode	2
blood still	2
spoken reasonably	2
heard afar	2
tamarisk bush	2
go begging	2
hide shields	2
protectest chryse	2
talk unseemly	2
assembly till	2
king peleus	2
mix salt	2
vulcan answered	2
priam son	2
pure gold	2
will respect	2
sat still	2
withstand us	2
tydeus see	2
jove vouchsafes	2
side lest	2
aeneas son	2
stern cables	2
heard one	2
loth towards	2
spoke hector	2
whose hand	2
find shelter	2
heaven bellowed	2
set close	2
brawny hands	2
ever fought	2
killed one	2
took lesbos	2
equal share	2
certain man	2
minerva raised	2
spear broke	2
white south	2
many beautiful	2
forest glades	2
sit apart	2
always slept	2
good herald	2
back neither	2
achaeans find	2
fleet dogs	2
fell backwards	2
uprose great	2
awful proserpine	2
gleaming corslet	2
property amongst	2
mighty city	2
argive helen	2
die without	2
saw shirking	2
honoured among	2
idomeneus vaunted	2
insolent fellow	2
sat side	2
hair grow	2
red nectar	2
ulysses reveals	2
lovely woman	2
insulting people	2
bounteous earth	2
sufficient hecatombs	2
blow hard	2
stood right	2
now befallen	2
rained thick	2
bellowing like	2
hard even	2
house without	2
know everything	2
saw helen	2
honoured servant	2
will build	2
fair mantles	2
spoke jove	2
never bore	2
will utterly	2
gods must	2
chryseis also	2
shall save	2
murderous hands	2
mecisteus son	2
keep house	2
might learn	2
call jove	2
ten generations	2
spear hit	2
slices cut	2
men said	2
rouse fierce	2
now ask	2
jove let	2
renowned ulysses	2
blew dead	2
aeolian island	2
hand near	2
best boxer	2
gods met	2
others applauded	2
thickly peopled	2
another sign	2
desperately heretofore	2
legs plying	2
mighty uproar	2
without sleep	2
built near	2
sea quaked	2
rare workmanship	2
attack ulysses	2
brave allies	2
neptune raise	2
shall congratulate	2
nestor answered	2
replied alcinous	2
menelaus told	2
unhappy son	2
us turn	2
will unman	2
much goodly	2
lie far	2
grew old	2
achilles still	2
pheidon king	2
let teucer	2
hearted husband	2
narrow place	2
starts back	2
achilles now	2
will succeed	2
honour among	2
horses bore	2
twenty iron	2
now therefore	2
taphian pirates	2
hector say	2
twelve strong	2
hector saying	2
fair youth	2
orator among	2
spring towards	2
busy getting	2
mountain neritum	2
whole voyage	2
ever among	2
lying asleep	2
spring water	2
facile speaker	2
see nothing	2
heart sank	2
now went	2
gods gave	2
served us	2
took ulysses	2
cross piece	2
now retreat	2
take compassion	2
well dressed	2
ulysses never	2
father means	2
good humour	2
thousand men	2
become soiled	2
draw blood	2
often hear	2
twelve brave	2
maids brought	2
achilles drive	2
levelled ground	2
flowing river	2
let ulysses	2
drove us	2
came oozing	2
two made	2
live long	2
twelve yearling	2
bath water	2
anger will	2
help either	2
one way	2
rock fell	2
blood till	2
hides thick	2
brilliant pendants	2
two stood	2
till menelaus	2
swineherd led	2
little children	2
answered helen	2
famous bowman	2
less valiant	2
comrades now	2
need shrewd	2
another said	2
shall look	2
hot fire	2
ulysses stayed	2
travelled far	2
good truth	2
medon said	2
close fighting	2
wind sweeps	2
fell rolling	2
days gone	2
wrought gold	2
soon bear	2
daughter helen	2
twelve noble	2
going round	2
struck panic	2
show fight	2
brood mares	2
done great	2
happy son	2
saw us	2
sandy pylos	2
euphorbus son	2
one spear	2
stiff breeze	2
rate let	2
fling fire	2
reached mid	2
perfectly well	2
bed chamber	2
nestor whose	2
blood runs	2
battle will	2
lying struck	2
men ever	2
honoured mother	2
serious matter	2
foam hissed	2
part among	2
right feeling	2
achaeans suffered	2
never giving	2
hector fell	2
homed stag	2
away though	2
tydeus slew	2
ever sailed	2
seven excellent	2
king said	2
mother came	2
ten double	2
old sicel	2
clothes calypso	2
mist came	2
towards dawn	2
sea told	2
ulysses knew	2
