verb	frequency
covers	1
cowed	1
cows	1
cozen	1
crack	1
cracking	1
cramped	1
crawled	1
crazed	1
credit	1
crest	1
crouches	1
crown	1
crunch	1
crunching	1
crushes	1
ctesippus	1
cudgel	1
cuirass	1
curdled	1
curdles	1
cure	1
curing	1
curling	1
cursed	1
curvetted	1
damaged	1
damming	1
dandled	1
dangling	1
dares	1
dart	1
dashing	1
dawdle	1
day-	1
dazed	1
dazzling	1
deadened	1
deceived	1
decides	1
deck	1
decline	1
decoyed	1
deed	1
deepened	1
defeat	1
defeated	1
defer	1
defile	1
defiled	1
defraud	1
defy	1
defying	1
delled	1
deluged	1
demands	1
departing	1
depended	1
depends	1
depreciate	1
descend	1
desires	1
desist	1
despatch	1
despatched	1
despoil	1
despoiled	1
destroys	1
destruction--	1
detailed	1
detain	1
detested	1
devote	1
devoted	1
dined	1
dipping	1
dips	1
directed	1
disallow	1
discharge	1
discomfits	1
disconcerted	1
discuss	1
disdaining	1
disfigure	1
disfiguring	1
disguising	1
disgust	1
disgusted	1
disheartened	1
dishonour	1
disobeys	1
disparaging	1
disperse	1
display	1
displayed	1
dissipated	1
dissuade	1
dissuaded	1
distinguish	1
distressing	1
distribute	1
disturbed	1
dive	1
diverting	1
dives	1
divine	1
divines	1
do--	1
don	1
doting	1
doubled	1
doubling	1
draft	1
drafting	1
drain	1
dream	1
dreamed	1
drenching	1
dress	1
dries	1
drift	1
drip	1
drooped	1
drooping	1
dropping	1
drown	1
drowning	1
drug	1
dry	1
duck	1
dupe	1
dwellers	1
eats	1
eclipse	1
effaced	1
effecting	1
egging	1
elated	1
elect	1
embank	1
embark	1
embarking	1
embolden	1
embraced	1
embracing	1
emptied	1
enabled	1
encased	1
enchant	1
enchanted	1
enchanting	1
encounter-	1
encourages	1
ending	1
ends	1
endured	1
enforce	1
engaged	1
engulf	1
enlisting	1
enquiring	1
enrich	1
enriches	1
ensnare	1
entering	1
entranced	1
entrapping	1
entreated	1
equal	1
equipped	1
esconced	1
espied	1
espying	1
establishing	1
examine	1
exceeded	1
exceeding	1
exceeds	1
excelling	1
excels	1
excepted	1
excepting	1
exert	1
exhausted	1
expects	1
exploited	1
expound	1
expounded	1
exterminate	1
exult	1
exults	1
eyed	1
faces	1
faded	1
faint	1
fainthearted	1
fair	1
fancy	1
fares	1
fashion	1
fasting	1
fat	1
father	1
fathom	1
fatigued	1
fatten	1
fattening	1
fawning	1
fear--	1
feigned	1
fellow--	1
fertile	1
festooned	1
fied	1
fierce	1
fight--	1
fine	1
finishing	1
fire--	1
fired	1
firing	1
fit	1
fits	1
flagging	1
flare	1
flash	1
flashes	1
flatter	1
flaying	1
flecked	1
fledged	1
flight	1
flings	1
flits	1
floats	1
flocking	1
flood	1
foamed	1
foaming	1
foiling	1
foments	1
fools	1
forcing	1
foreboded	1
foresaw	1
foresee	1
foresworn	1
foretells	1
forfeit	1
forge	1
forgets	1
forms	1
forsooth	1
fostered	1
fought--	1
fraught	1
freeze	1
freighting	1
frequent	1
fret	1
fretting	1
frightening	1
frisking	1
frowned	1
frustrate	1
fuddle	1
furnished	1
furrowed	1
furthered	1
furthering	1
gadding	1
gallop	1
gambol	1
gambolling	1
gaping	1
garnish	1
gashed	1
gated	1
gibbering	1
giggling	1
gilded	1
girds	1
glanced	1
glare	1
glares	1
glide	1
glistening	1
gloat	1
glorying	1
glowing	1
glutted	1
gnashed	1
gnashing	1
gnawed	1
gobbled	1
gossiping	1
grace	1
grafted	1
granting	1
grassed	1
grated	1
grazing	1
grease	1
great	1
great--	1
grill	1
grilled	1
grimy	1
grind	1
groan	1
groans	1
groping	1
growled	1
grudging	1
grunted	1
guides	1
gurgling	1
gush	1
gushed	1
haired	1
hale	1
halt	1
hammered	1
handling	1
hang-	1
harbour	1
harden	1
hardened	1
harmed	1
harness	1
harnessed	1
harnessing	1
harping	1
harried	1
hasted	1
hasten	1
head-	1
healing	1
heated	1
heats	1
heave	1
hedged	1
helm	1
helps	1
hemming	1
heralded	1
heralds	1
herded	1
hesitate	1
hesitating	1
hew	1
hewed	1
hewing	1
hilted	1
hinder	1
hindrance	1
hired	1
hither	1
hive	1
hobbling	1
hoeing	1
hoodwink	1
hooked	1
horrified	1
hounded	1
hounds	1
housed	1
howling	1
hurling	1
hurls	1
hurting	1
hush	1
hustled	1
hustles	1
hymning	1
i--	1
ichor	1
illumined	1
imagine	1
impart	1
implanted	1
impress	1
imprison	1
incense	1
incited	1
inciting	1
inclined	1
increased	1
increasing	1
incur	1
incurring	1
induce	1
indulge	1
infatuated	1
injure	1
inlaying	1
inquire	1
inspires	1
instruct	1
instructed	1
insure	1
intending	1
intends	1
inter	1
interceded	1
interfere	1
interlaced	1
interpret	1
interrupt	1
introduce	1
invade	1
inveigle	1
inveigled	1
invent	1
inviolate	1
invites	1
irrigate	1
irritated	1
is--	1
issued	1
it--	1
jeer	1
judge	1
judged	1
jump	1
jumping	1
juts	1
kicking	1
kicks	1
kind-	1
kiss	1
kneaded	1
kneeling	1
knit	1
laboured	1
lack	1
lacking	1
lament	1
lamentation--	1
lands	1
languish	1
laps	1
lasting	1
lasts	1
laugh	1
lavished	1
leads	1
leans	1
leaps	1
lend	1
lent	1
level	1
levying	1
lick	1
lifts	1
limped	1
linger	1
listening	1
live--	1
lives--	1
loading	1
loathe	1
loathed	1
loathing	1
locked	1
loosened	1
lopped	1
lords	1
loses	1
lost--	1
low	1
lowed	1
lowered	1
lowering	1
lull	1
lulled	1
lulls	1
lure	1
lusted	1
maid	1
maimed	1
maltreated	1
manfulness	1
manifested	1
manned	1
mantled	1
manure	1
mar	1
march	1
marshal	1
marshalling	1
mash	1
meadowed	1
meddle	1
melting	1
mention	1
mentioned	1
meriones	1
mete	1
metes	1
migrated	1
mimicked	1
mingle	1
misbehaved	1
mischief	1
misconduct	1
misgave	1
misled	1
mistrust	1
mixes	1
moaned	1
moaning	1
mock	1
moisten	1
morning	1
motioned	1
mounting	1
mourns	1
mow	1
mowing	1
mown	1
munch	1
munching	1
murmur	1
muttering	1
muzzled	1
nerved	1
nestled	1
netted	1
nibbling	1
nod	1
nods	1
none	1
notice	1
notify	1
nudged	1
numbered--	1
oarsmen	1
oblige	1
obtaining	1
occupied	1
occupy	1
occurred	1
off--	1
offending	1
offers	1
oiled	1
only--	1
openmouthed	1
opposed	1
oppress	1
ordain	1
orestes	1
oust	1
ousted	1
outdone	1
outlive	1
outnumbered	1
outrage	1
outshine	1
outstrips	1
outvied	1
overcame	1
overflow	1
overhear	1
overlaid	1
overlap	1
overleap	1
overpower	1
overran	1
overreach	1
override	1
overruling	1
overtakes	1
overtaking	1
overturned	1
owed	1
oxen	1
pacified	1
pacing	1
pall	1
pant	1
panted	1
parch	1
parleying	1
partaken	1
parted--	1
partook	1
pasture	1
pat	1
patched	1
pattering	1
pause	1
paused	1
peeping	1
peeress	1
peering	1
peers	1
pelt	1
penetrated	1
perching	1
perforce	1
permitted	1
persecuted	1
persisted	1
persuades	1
pervaded	1
philoetius	1
picking	1
picks	1
pierces	1
piloted	1
pitched	1
pitting	1
plaguing	1
plainly--	1
plaited	1
planting	1
plated	1
plays	1
plow	1
plowed	1
pluck	1
plucking	1
plucks	1
plunges	1
ply	1
pocket	1
poise	1
polished	1
portended	1
pottering	1
pounce	1
pounced	1
pounded	1
pours	1
powder	1
practice	1
practiced	1
praised	1
prate	1
prattling	1
preach	1
preferred	1
preferring	1
presume	1
presuming	1
prevailed	1
pricked	1
pride	1
privateering	1
prizes	1
proceeded	1
proclaim	1
proclaimed	1
profess	1
professed	1
profiting	1
promises	1
prompt	1
prophesy	1
prophesying	1
proposed	1
prospered	1
protecting	1
protects	1
proving	1
provisioned	1
prowed	1
prowls	1
pry	1
punishing	1
purchase	1
purchased	1
pursuing	1
puzzled	1
puzzling	1
quailing	1
quaking	1
quarreled	1
quarrelsome	1
questioning	1
quits	1
quitted	1
races--	1
racing	1
rage	1
raided	1
rail	1
railed	1
rain	1
rain--	1
rains	1
ramping	1
ranges	1
rank	1
ranked	1
rankle	1
ransomed	1
ransoms	1
rapt	1
rated	1
ratify	1
razed	1
reaped	1
reaping	1
rear	1
reassure	1
reassured	1
rebounded	1
recalling	1
reck	1
recks	1
reclaimed	1
reclaimed--	1
recline	1
reclined	1
reclining	1
recognising	1
recognized	1
recoil	1
recoiled	1
recollect	1
recommend	1
reconciles	1
reconsider	1
recount	1
recoup	1
recovered	1
recruit	1
reddening	1
redound	1
reduced	1
reek	1
reeked	1
reeking	1
refitting	1
reflected	1
regained	1
reigns	1
rein	1
reins	1
reject	1
rejects	1
rejoices	1
rejoined	1
rekindle	1
relate	1
relent	1
relying	1
reminding	1
remove	1
renew	1
renewed	1
renowned	1
repair	1
repay	1
repeat	1
repel	1
repent	1
report	1
repose	1
reproved	1
required	1
requited	1
rescues	1
resembled	1
resembling	1
resent	1
reside	1
resist	1
resisted	1
resume	1
resumed	1
resuming	1
retort	1
reveal	1
reverend	1
revile	1
revived	1
rewarded	1
rifting	1
righted	1
rinsed	1
ripened	1
ripening	1
ripens	1
ripping	1
risked	1
roars	1
rode	1
roost	1
root	1
rooted	1
roughing	1
rounded	1
rounding	1
rout	1
rubbed	1
rugged	1
ruing	1
rush-	1
rushes	1
saffron-	1
sails	1
saluted	1
salutes	1
sandals	1
sated	1
saves	1
saving	1
sawn	1
saying:--	1
scabbarded	1
scaring	1
scarred	1
scattering	1
scent	1
scented	1
scheria	1
schooled	1
scowling	1
scratched	1
screams	1
scrubbed	1
seafaring	1
search	1
searched	1
seasoned	1
seasoning	1
secure	1
secured	1
see--	1
seizes	1
selected	1
selfsame	1
serrated	1
service	1
serving	1
sewn	1
shaking	1
shall	1
shalt	1
shape	1
shaped	1
shatter	1
shave	1
shaved	1
sheathe	1
sheathed	1
shedding	1
sheep--	1
sheltering	1
shelving	1
shew	1
shielded	1
shifting	1
shining	1
ship	1
shirked	1
shiver	1
shivered	1
shoots	1
shore--	1
should--	1
shoulder	1
shouldered	1
shovelled	1
shower	1
showering	1
shuddered	1
shuddering	1
sided	1
siding	1
sift	1
sighed	1
sighing	1
sighs	1
singe	1
singeing	1
singled	1
singling	1
sink	1
sinking	1
skilled	1
skimmed	1
skin	1
skin--	1
skirted	1
skirting	1
skulking	1
skurrying	1
slackened	1
slackening	1
slackness	1
slaughtering	1
sliced	1
slid	1
sling	1
slip	1
slobbered	1
smarted	1
smeared	1
smelling	1
smooth	1
smooth-	1
smoothed	1
smoothing	1
snap	1
snare	1
snaring	1
snow	1
snows	1
soaked	1
soar	1
soared	1
sob	1
sobbed	1
sobbing	1
sodden	1
softened	1
soothing	1
soughed	1
sounds	1
sown	1
spares	1
sparkling	1
spat	1
speaks	1
spearing	1
spears	1
speeds	1
spell-	1
spending	1
spends	1
spews	1
spied	1
spilled	1
splendid	1
spoils	1
spouting	1
sprinkle	1
sprouted	1
spurn	1
spurns	1
spurring	1
sputtered	1
spying	1
square	1
squaring	1
squires	1
stablished	1
stages	1
stagger	1
stalked	1
stalwart	1
stamped	1
stark	1
starve	1
stated	1
stature	1
staunched	1
staunching	1
steadying	1
steals	1
steam	1
steaming	1
steel	1
steer	1
stem	1
stew	1
sticking	1
stickle	1
stiffness	1
stinted	1
stomach	1
stoop	1
stormed	1
storming	1
stowing	1
straightening	1
stranded	1
strangling	1
strayed	1
stream	1
stretches	1
striven	1
strove	1
struggle	1
struggled	1
stumbled	1
subdue	1
suborning	1
subsist	1
substance	1
succeeded	1
succour	1
suck	1
suckling	1
sucks	1
sued	1
suffers	1
suffused	1
suggested	1
suing	1
sulking	1
summon	1
sundown	1
sunset	1
sup	1
superintend	1
supersede	1
supple	1
supposing	1
surfeit	1
surging	1
surnamed	1
surpassed	1
surprise	1
surrounding	1
surrounds	1
survey	1
surveyed	1
suspecting	1
swaggering	1
swaying	1
sweating	1
sweep	1
sweeping	1
swelled	1
swerve	1
swerves	1
swerving	1
swill	1
swineherd	1
swinging	1
swooning	1
swoop	1
swooping	1
take--	1
talks	1
tallied	1
talthybius	1
tamed	1
tarried	1
tarry	1
tattered	1
teach	1
teaches	1
tears	1
temper	1
tempting	1
thatched	1
thawed	1
them:--	1
then--	1
thickens	1
things	1
thistledown	1
thrash	1
thrives	1
thrusting	1
thrusts	1
thus--	1
thwart	1
thwarts	1
tipped	1
tis	1
to-	1
toasted	1
toil	1
tomorrow--	1
too--	1
toppling	1
tormenting	1
torments	1
torture	1
toss	1
tosses	1
towering	1
town	1
track	1
trailing	1
train	1
transfix	1
transgress	1
transgressed	1
trapped	1
traverse	1
traversed	1
tread	1
treading	1
tree--	1
tremble	1
trick	1
tricked	1
trident	1
tries	1
trifled	1
trip	1
tripped	1
triumphed	1
troubling	1
tugging	1
tusked	1
twanged	1
twinkling	1
twisted	1
twisting	1
twit	1
unawarded	1
unbound	1
unburthened	1
undergo	1
undergone	1
understand-''send	1
unerring	1
unflinching	1
unfold	1
unfortunate	1
unharnessed	1
unite	1
united	1
unloosed	1
unperceived	1
unpractised	1
unsay	1
unsettling	1
untied	1
untilled	1
untiring	1
unwearying	1
unyoke	1
upbraids	1
upheaved	1
upheld	1
uphold	1
upholds	1
uplift	1
uprear	1
uprears	1
uproot	1
uprooted	1
uprooting	1
uprose	1
valleyed	1
vast	1
vaunts	1
veils	1
vested	1
vexes	1
victual	1
violate	1
visits	1
vixen	1
vomit	1
voyaging	1
wagging	1
wail	1
waisted	1
walking	1
walled	1
wallowing	1
wanted--	1
wanton	1
warble	1
warded	1
warding	1
warmed	1
warming	1
warp	1
washes	1
waving	1
waxing	1
we--	1
weaken	1
weakened	1
wearied	1
wears	1
weaving	1
weeps	1
weigh	1
weltering	1
were--	1
westering	1
wet	1
wheat-	1
wheel	1
whensoever	1
wherewith	1
whets	1
whetted	1
whetting	1
whine	1
whining	1
whip	1
whisks	1
whistle	1
whomsoever	1
wife	1
will--	1
wills	1
wind-	1
windy	1
wins	1
wiping	1
withdraws	1
withered	1
withheld	1
withhold	1
woe-	1
works	1
worrying	1
worship	1
worsting	1
wounded--	1
wreak	1
wreaked	1
wrecking	1
wrecks	1
wrestle	1
wretched	1
wriggled	1
wriggling	1
wrinkled	1
wrought--	1
wrung	1
yarded	1
yawned	1
yearn	1
yelps	1
yields	1
yokes	1
