identifier	question
homer-odyssey-850_04	Shall we take their horses out, or tell them to find friends elsewhere as they best can?"
homer-odyssey-850_04	So,"he exclaimed,"these cowards would usurp a brave man''s bed?
homer-odyssey-850_04	Tell me also, did you let him have the ship of your own free will because he asked you, or did he take it without your leave?"
homer-odyssey-850_04	Tell me truly, and what young men did he take with him?
homer-odyssey-850_04	Then, taking a seat near Telemachus he said:"And what, Telemachus, has led you to take this long sea voyage to Lacedaemon?
homer-odyssey-850_04	They thought he was only away somewhere on the farms, and was with the sheep, or with the swineherd; so Antinous said,"When did he go?
homer-odyssey-850_04	Were they freemen or his own bondsmen-- for he might manage that too?
homer-odyssey-850_04	What are we to do?
homer-odyssey-850_04	What business had he to go sailing off in ships that make long voyages over the ocean like sea- horses?
homer-odyssey-850_04	What do you want?''
homer-odyssey-850_04	or is he dead?
homer-odyssey-850_04	{ 42}"Do we know, Menelaus,"said she,"the names of these strangers who have come to visit us?
homer-odyssey-850_22	But Agelaus shouted out,"Can not some one go up to the trap door and tell the people what is going on?
homer-odyssey-850_22	But Ulysses glared at them and said:"Dogs, did you think that I should not come back from Troy?
homer-odyssey-850_22	He had no thought of death-- who amongst all the revellers would think that one man, however brave, would stand alone among so many and kill him?
homer-odyssey-850_22	How comes it that you are so lamentably less valiant now that you are on your own ground, face to face with the suitors in your own house?
homer-odyssey-850_20	Am I not a goddess, and have I not protected you throughout in all your troubles?
homer-odyssey-850_20	Are you still here, stranger,"said he,"to pester people by begging about the house?
homer-odyssey-850_20	Is he one of your men?
homer-odyssey-850_20	Theoclymenus saw this and said,"Unhappy men, what is it that ails you?
homer-odyssey-850_20	What is his family?
homer-odyssey-850_20	Where does he come from?
homer-odyssey-850_20	Who, Swineherd,"said he,"is this stranger that is lately come here?
homer-odyssey-850_20	Why can you not go elsewhere?
homer-odyssey-850_20	You beg without any sense of decency: are there not feasts elsewhere among the Achaeans, as well as here?"
homer-odyssey-850_16	"What is the news of the town?
homer-odyssey-850_16	And Ulysses said,"I am no god, why should you take me for one?
homer-odyssey-850_16	Are you some one or other of the gods that live in heaven?
homer-odyssey-850_16	Have the suitors returned, or are they still waiting over yonder, to take me on my way home?"
homer-odyssey-850_16	How can I take this stranger into my house?
homer-odyssey-850_16	Madman, why should you try to compass the death of Telemachus, and take no heed of suppliants, whose witness is Jove himself?
homer-odyssey-850_16	May you not complain of your brothers-- for it is to these that a man may look for support, however great his quarrel may be?
homer-odyssey-850_16	Of what nation did they declare themselves to be-- for you can not have come by land?"
homer-odyssey-850_16	Tell me, do you submit to such treatment tamely, or has some god set your people against you?
homer-odyssey-850_11	"And I said,''Agamemnon, why do you ask me?
homer-odyssey-850_11	Are you all this time trying to find your way home from Troy, and have you never yet got back to Ithaca nor seen your wife in your own house?''
homer-odyssey-850_11	But give me news about my son; is he gone to the wars and will he be a great soldier, or is this not so?
homer-odyssey-850_11	But now tell me, and tell me true, can you give me any news of my son Orestes?
homer-odyssey-850_11	But tell me, and tell me true, in what way did you die?
homer-odyssey-850_11	Did you have a long illness, or did heaven vouchsafe you a gentle easy passage to eternity?
homer-odyssey-850_11	He knew me and said,''Ulysses, noble son of Laertes, why, poor man, have you left the light of day and come down to visit the dead in this sad place?
homer-odyssey-850_11	How did you come by your death,''said I,''King Agamemnon?
homer-odyssey-850_11	I was very sorry for him, and cried when I saw him:''Elpenor,''said I,''how did you come down here into this gloom and darkness?
homer-odyssey-850_11	Is he not tall and good looking, and is he not clever?
homer-odyssey-850_11	Then Arete said to them:--"What do you think of this man, O Phaeacians?
homer-odyssey-850_11	Then she knew me at once and spoke fondly to me, saying,''My son, how did you come down to this abode of darkness while you are still alive?
homer-odyssey-850_21	"You country louts,"said he,"silly simpletons; why should you add to the sorrows of your mistress by crying in this way?
homer-odyssey-850_21	Are you out of your wits?
homer-odyssey-850_21	Say which you are disposed to do-- to side with the suitors, or with Ulysses?"
homer-odyssey-850_21	Shall, then, this bow take the life of many a chief among us, merely because you can not bend it yourself?
homer-odyssey-850_21	Then he took his seat again on the seat from which he had risen; and Antinous rebuked him saying:"Leiodes, what are you talking about?
homer-odyssey-850_21	Today is the feast of Apollo throughout all the land; who can string a bow on such a day as this?
homer-odyssey-850_21	What manner of men would you be to stand by Ulysses, if some god should bring him back here all of a sudden?
homer-odyssey-850_21	Why then should you mind if men talk as you think they will?
homer-odyssey-850_21	You know this as well as I do; what need have I to speak in praise of my mother?
homer-odyssey-850_17	"What do you mean, Telemachus,"replied Antinous,"by this swaggering talk?
homer-odyssey-850_17	Do you think it a small thing that such people gather here to waste your master''s property-- and must you needs bring this man as well?"
homer-odyssey-850_17	Have we not tramps and beggars enough already to pester us as we sit at meat?
homer-odyssey-850_17	Is he afraid that some one will ill- treat him, or is he shy of coming inside the house at all?
homer-odyssey-850_17	Penelope laughed when she heard this, and said to Eumaeus,"Go and call the stranger; did you not hear how my son sneezed just as I was speaking?
homer-odyssey-850_17	The swineherd went back when he heard this, and Penelope said as she saw him cross the threshold,"Why do you not bring him here, Eumaeus?
homer-odyssey-850_17	Then Antinous said,"What god can have sent such a pestilence to plague us during our dinner?
homer-odyssey-850_17	Then Melanthius the goatherd answered,"You ill conditioned cur, what are you talking about?
homer-odyssey-850_17	Where, pray, master swineherd, are you taking this poor miserable object?
homer-odyssey-850_17	Why should you want to see this stranger turned out of the house?
homer-odyssey-850_17	Will you go inside first and join the suitors, leaving me here behind you, or will you wait here and let me go in first?
homer-odyssey-850_17	You precious idiot,"he cried,"what have you brought this man to town for?
homer-odyssey-850_23	"My dear,"answered Ulysses,"why should you press me to tell you?
homer-odyssey-850_23	Then nurse Euryclea said,"My child, what are you talking about?
homer-odyssey-850_23	Who has been taking my bed from the place in which I left it?
homer-odyssey-850_23	Why do you not sit by his side and begin talking to him and asking him questions?
homer-odyssey-850_24	"Amphimedon,"it said,"what has happened to all you fine young men-- all of an age too-- that you are come down here under the ground?
homer-odyssey-850_24	And Jove answered,"My child, why should you ask me?
homer-odyssey-850_24	But as for me, what solace had I when the days of my fighting were done?
homer-odyssey-850_24	But tell me, and tell me true, how many years is it since you entertained this guest-- my unhappy son, as ever was?
homer-odyssey-850_24	Do you not remember how I came to your house with Menelaus, to persuade Ulysses to join us with his ships against Troy?
homer-odyssey-850_24	Is this place that I have come to really Ithaca?
homer-odyssey-850_24	Or were you a passenger on some other man''s ship, and those who brought you here have gone on their way and left you?"
homer-odyssey-850_24	Then Minerva said to Jove,"Father, son of Saturn, king of kings, answer me this question-- What do you propose to do?
homer-odyssey-850_24	Was it not by your own arrangement that Ulysses came home and took his revenge upon the suitors?
homer-odyssey-850_24	Where is the ship lying that has brought you and your men to Ithaca?
homer-odyssey-850_24	Who and whence are you-- tell me of your town and parents?
homer-odyssey-850_24	Will you set them fighting still further, or will you make peace between them?"
homer-odyssey-850_24	{ 187} But tell me, does Penelope already know of your return, or shall we send some one to tell her?"
