trigram	frequency
turn to his	4
wept as he	4
in all honesty	4
is you who	4
for the dogs	4
you may take	4
the floor of	4
in our house	4
you used to	4
he was born	4
they made the	4
and had given	4
what i can	4
to sleep by	4
washed and anointed	4
the pieces upon	4
upon the other	4
safely back to	4
who had just	4
the help of	4
the semblance of	4
with the wind	4
now they have	4
the summits of	4
let him keep	4
of his sons	4
was angry and	4
them water in	4
corn and wine	4
if you wish	4
pieces of raw	4
that suited his	4
his neighbour saying	4
there were three	4
got into the	4
to high olympus	4
a crest of	4
towards him and	4
and the lot	4
towards the shore	4
and of a	4
now in the	4
wanted to go	4
the whole place	4
the rebuke of	4
a band of	4
into the country	4
day that i	4
the end i	4
may learn whether	4
happened to be	4
in my tent	4
whether i shall	4
i stay here	4
and there they	4
at his own	4
when i heard	4
it is decreed	4
the barley meal	4
own brother to	4
have done so	4
his wedded wife	4
be the better	4
we will take	4
what you are	4
but they are	4
which we have	4
of their feet	4
and his comrades	4
can think of	4
son of hippasus	4
to hit him	4
hemmed in at	4
the great wall	4
with her in	4
went their way	4
there and then	4
to hear of	4
off the spits	4
be with me	4
put on my	4
the reins and	4
a footstool also	4
make haste to	4
deeds of daring	4
caressed him with	4
space between the	4
and as many	4
the trojans with	4
each other with	4
the thrinacian island	4
about everywhere among	4
worn out by	4
but my father	4
of some great	4
of their wives	4
of wild beasts	4
all the year	4
the chiefs and	4
moved the heart	4
likeness of a	4
gave them to	4
ordering of your	4
about the waters	4
of the land	4
you have named	4
from the west	4
he bound his	4
and took a	4
of any use	4
to come here	4
their places in	4
wash their hands	4
have built a	4
the whole of	4
was in this	4
and i wish	4
the mighty son	4
you all that	3
was standing on	3
you are hard	3
to set the	3
rich man once	3
achilles saw him	3
you are quite	3
sprang to his	3
the two men	3
his name was	3
hand of achilles	3
minded to give	3
to the assembly	3
had sent the	3
they were to	3
when you left	3
also of the	3
from getting home	3
driven back to	3
a great reward	3
if it be	3
nothing but the	3
know that the	3
which is a	3
bitten the dust	3
a deep sleep	3
have had the	3
they loosed the	3
have to say	3
still more furious	3
a man like	3
and she could	3
him and drove	3
where the epeans	3
coming on like	3
embrace his knees	3
or shall i	3
is well to	3
all the best	3
at their hands	3
had got the	3
let him who	3
his limbs could	3
white barley meal	3
of your brave	3
spears at one	3
flesh and blood	3
greatly fear that	3
myself into the	3
that the son	3
the ground till	3
his comrade patroclus	3
right over the	3
left to right	3
may reasonably expect	3
day when the	3
him and made	3
gift of the	3
there is any	3
old man was	3
of battle rose	3
i come from	3
cattle of the	3
full of fury	3
and every one	3
i could then	3
crossed the threshold	3
have it so	3
and hid him	3
eyes of the	3
as i do	3
this he took	3
and had got	3
divided counsels among	3
shall give satisfaction	3
was bringing in	3
not try to	3
and drove out	3
earth and sea	3
horses and they	3
a yoke of	3
offering to the	3
two of her	3
spear stuck in	3
of hades and	3
never shall i	3
from a single	3
not be afraid	3
meet him in	3
is coming home	3
paid in full	3
what they were	3
shaker of the	3
to help you	3
listen to them	3
men to take	3
should have had	3
side of her	3
it is your	3
back the bolts	3
the knowledge of	3
swiftest of all	3
patroclus did as	3
know that you	3
better men than	3
ulysses in the	3
you will then	3
take the lives	3
given him by	3
vouchsafe you a	3
you would give	3
dark beneath it	3
the gods has	3
inlaid with gold	3
will do so	3
from what they	3
so also with	3
gathered in assembly	3
spoke he took	3
and his limbs	3
the deck of	3
right that you	3
agamemnon struck him	3
as if he	3
he was leaving	3
and washed themselves	3
valiant though he	3
further me on	3
and gave her	3
his glittering golden	3
was daughter of	3
will be better	3
hear my words	3
that had fallen	3
jove would have	3
all your men	3
she gave me	3
near one of	3
washed his hands	3
through the front	3
you take him	3
sun and the	3
and waited for	3
rebuke of their	3
minerva heard his	3
in the tent	3
it is ill	3
stood near him	3
on the hearth	3
for the day	3
now i have	3
you have suffered	3
you should not	3
to fall by	3
knew that it	3
it so please	3
he went down	3
another twelve months	3
the extreme left	3
into the crowd	3
man who marries	3
helmet from his	3
by them and	3
sent the criers	3
child of his	3
there are fifty	3
down in a	3
son to the	3
and see what	3
over the phaeacians	3
of fine needlework	3
are making havoc	3
bore him to	3
can be no	3
in the hey	3
and caught him	3
hit him and	3
then there was	3
but i much	3
such as i	3
better man of	3
your father was	3
dared not stay	3
nor sailors to	3
came in first	3
on this his	3
had lain with	3
goodly armour of	3
you have in	3
with myself in	3
dived under the	3
with their wives	3
worse for you	3
your words are	3
go with my	3
the way as	3
was none to	3
care as i	3
to cross the	3
by the argives	3
out their wine	3
as she heard	3
sons of nestor	3
have just been	3
that she will	3
all my men	3
gleam of armour	3
by the same	3
you and pities	3
heaven and olympus	3
in the twentieth	3
told me all	3
to return with	3
to face him	3
done praying and	3
heavily upon me	3
well as i	3
be of any	3
mercury went back	3
a meeting of	3
us be up	3
threshold of old	3
to give up	3
ithaca and samos	3
the first thing	3
pall for the	3
and his squire	3
of much people	3
even for a	3
the neck under	3
the trojans on	3
telemachus as he	3
the gods as	3
made fast the	3
the sorrows of	3
as the day	3
he was taking	3
thinking all the	3
unloose or break	3
when you achaeans	3
and drink in	3
or no you	3
when at last	3
make for the	3
they will go	3
going about the	3
but the horses	3
shrift and a	3
heat of the	3
ajax and the	3
let this man	3
brave sons of	3
into its place	3
he hung his	3
breast by the	3
the din of	3
to say to	3
had had to	3
apollo heard his	3
the rich plain	3
for they deemed	3
he hurled his	3
far into the	3
a year old	3
had slain him	3
he aimed an	3
he came upon	3
robbed you of	3
him do so	3
daughter of briseus	3
heaven decide between	3
it did not	3
woe betides the	3
their sheep and	3
descendant of dardanus	3
him will i	3
the realm of	3
such a long	3
fear that the	3
there went a	3
as time wore	3
could be seen	3
seat from which	3
them as he	3
eurypylus son of	3
of jove the	3
in immortal raiment	3
he was driving	3
a word about	3
phalanxes of the	3
of the rudder	3
helping the trojans	3
under the wooded	3
be a long	3
on the eighteenth	3
though we were	3
it was he	3
not persuade me	3
better for me	3
itself in the	3
built a mound	3
to hades of	3
after we had	3
make yourself a	3
were now close	3
this house of	3
as a messenger	3
him when the	3
in a cloud	3
are stronger than	3
the ship went	3
has been hit	3
but idomeneus was	3
muttered to himself	3
have you no	3
the gods loved	3
am to do	3
then i went	3
the seat that	3
he was far	3
are the first	3
yet came to	3
have me do	3
of the course	3
let us rather	3
then they went	3
the rescue of	3
i sent him	3
then the old	3
not stay here	3
not right that	3
wife and children	3
save only the	3
of the forest	3
full and sufficient	3
it struck the	3
the sea where	3
your strength and	3
fury against the	3
no longer divided	3
and may the	3
gone down upon	3
he then drew	3
people gathered thereon	3
the ways of	3
was made of	3
on the crest	3
in the mind	3
him and took	3
far from their	3
with his men	3
own country and	3
of his charioteer	3
neck with his	3
sorely against my	3
not wish to	3
is a good	3
then did they	3
which vulcan had	3
could see them	3
so he set	3
thetis wept and	3
the dust until	3
troy by the	3
i will hold	3
i may bring	3
they had completed	3
of fair women	3
each other in	3
was afraid and	3
his old father	3
which heaven has	3
should have a	3
a good cloak	3
so shall i	3
the hut and	3
to marry her	3
had gone with	3
went out with	3
are hard pressed	3
they called them	3
as the arrow	3
of bronze about	3
not in favour	3
sleep by the	3
own and said	3
tears and he	3
they were afraid	3
shall see him	3
from all our	3
bones were burned	3
of heaven was	3
never be able	3
ulysses smiled at	3
son to an	3
more respected and	3
to ulysses he	3
footstool also under	3
not forget the	3
into my hands	3
man can see	3
foot through the	3
i have trouble	3
do as he	3
minerva and apollo	3
fighting with the	3
my father who	3
to see whither	3
who was his	3
but the river	3
she was daughter	3
turned his head	3
he picked up	3
fain to fight	3
where are you	3
and ulysses followed	3
where they had	3
us a mischief	3
tell her that	3
he turned round	3
so much good	3
keep your own	3
in great multitudes	3
men say that	3
would unpick the	3
hold aloof from	3
be best to	3
me till i	3
of one mind	3
take heed to	3
day waxed and	3
in all sorts	3
what you saw	3
certain token which	3
back with the	3
i greatly fear	3
we have killed	3
sun would have	3
they had put	3
therefore towards the	3
come and see	3
well disposed towards	3
fell into it	3
for it with	3
took me to	3
and poured wine	3
it was as	3
was this that	3
mind is set	3
do all that	3
that lies upon	3
you all the	3
those who have	3
praying to the	3
hero among heroes	3
you on the	3
a short shrift	3
came back from	3
us draw a	3
are better than	3
go into the	3
might have known	3
she had completed	3
so eager was	3
nor can i	3
with spears at	3
the battle to	3
he lifted up	3
a tower of	3
as they fled	3
are about to	3
from his shield	3
had come back	3
he fell groaning	3
came thirty ships	3
might and with	3
may lie down	3
i saw that	3
of our city	3
the old days	3
a leader of	3
a flame of	3
cried aloud to	3
but for a	3
not protect him	3
that not a	3
all his glory	3
for the men	3
and so it	3
they were at	3
and leave off	3
quenched the fire	3
you can find	3
flowing from his	3
you know it	3
his crew were	3
a name in	3
whether to go	3
dropped from his	3
they were now	3
they are at	3
he grasped two	3
reached his feet	3
his brothers and	3
she had heard	3
the scales of	3
was in two	3
the heavenly beings	3
upon either side	3
bury our city	3
the shirt of	3
you in his	3
done at all	3
and how much	3
would now have	3
it is over	3
flying over the	3
in his ships	3
will never get	3
a sweet slumber	3
for they mean	3
highways of war	3
i shall go	3
away from me	3
he might have	3
the country round	3
for her and	3
listen to the	3
fondly to him	3
his son telemachus	3
he rose and	3
due funeral rites	3
did not even	3
made with her	3
to you by	3
disposed towards you	3
his sons and	3
could make light	3
can labour no	3
shouted in applause	3
men who had	3
of all that	3
along with him	3
words he sat	3
a basket of	3
them off the	3
in every direction	3
to your city	3
can string the	3
from a distance	3
it can be	3
always on the	3
is by no	3
who has the	3
then laid their	3
lying under the	3
first and mightiest	3
be driven back	3
draw it out	3
for she will	3
stronger and stronger	3
and spare me	3
share so that	3
when death shall	3
round shield before	3
death of my	3
thigh bones of	3
is not the	3
him who are	3
the love she	3
the sword in	3
the fire for	3
woe is me	3
there with the	3
the fortune of	3
and showed him	3
store of gold	3
sent him on	3
held his shield	3
and stuck in	3
got over the	3
a prize for	3
all others in	3
from being able	3
i can take	3
and achaeans were	3
heaven has seen	3
you for the	3
you to give	3
she went down	3
his revenge upon	3
as he lives	3
to hold my	3
killed his father	3
led them on	3
you were at	3
they were like	3
his spear was	3
to do honour	3
cloaks on the	3
and in fight	3
right hand and	3
come back with	3
achilles sprang from	3
called the men	3
gave them their	3
jove as he	3
that rulest from	3
not tell you	3
the mighty husband	3
apollo said to	3
he got there	3
though he would	3
dearest to him	3
as a shepherd	3
i am so	3
mind now as	3
man like you	3
asked me to	3
foot and in	3
my own father	3
both good and	3
he be not	3
smote him on	3
down under the	3
at seeing them	3
solemn covenant of	3
has had a	3
man under the	3
seven and ten	3
so long an	3
neither god nor	3
ship to his	3
of the guests	3
want to get	3
some dense forest	3
heard of the	3
man who has	3
tell me now	3
is at the	3
and lay at	3
and will add	3
fit to send	3
the part of	3
a sorry wedding	3
from their hands	3
in haste to	3
those that are	3
are full of	3
and the pair	3
through the crowd	3
shall not all	3
they came from	3
have displeased her	3
and there would	3
ship to the	3
him like a	3
and went up	3
whose sake so	3
and bound the	3
i am son	3
thoas son of	3
the others to	3
take the woman	3
the spear and	3
could not hold	3
with the wives	3
eyes in sleep	3
was dismayed when	3
to this penelope	3
time that he	3
no sort of	3
son of pisenor	3
this he led	3
a whole month	3
he went straight	3
to his lair	3
it about the	3
the criers round	3
on to quarrel	3
place where they	3
nine long years	3
and the hero	3
from her seat	3
and help you	3
of my eyes	3
on the seat	3
be better for	3
he heard what	3
by his father	3
will be glad	3
shoot through the	3
into his head	3
stay here by	3
and the feast	3
was on his	3
gods nor men	3
decrees of heaven	3
heaven has blessed	3
will at once	3
hand in her	3
were the two	3
foremost of the	3
gold and raiment	3
spoiled him of	3
through his shoulder	3
do not see	3
caught in the	3
and many were	3
feared the rebuke	3
night sprang forth	3
them fast to	3
you go to	3
not have been	3
his horses on	3
of a hundred	3
went straight up	3
are king over	3
and muttered to	3
well that you	3
think that the	3
the pyre and	3
for a short	3
the wine in	3
on which it	3
me my dues	3
sat down by	3
reached the house	3
it on one	3
meat on the	3
me about the	3
or no to	3
fiercely on the	3
an arrow into	3
without paying for	3
not for very	3
not that your	3
there he found	3
out to you	3
the threshold and	3
me and i	3
the brow of	3
live but for	3
you too shall	3
meeting of the	3
was lying on	3
the battalions of	3
the sands of	3
of the kind	3
speak well of	3
kissed his head	3
and yet you	3
he donned his	3
shall be able	3
was in great	3
prey to the	3
with a fair	3
to set eyes	3
see you any	3
made all speed	3
that this man	3
as he pleases	3
his body from	3
the spear passed	3
covered him with	3
of the body	3
but you will	3
the presents that	3
a great many	3
she it was	3
the sands and	3
to know what	3
in a furious	3
hand of fate	3
behind the horses	3
for he wanted	3
and it made	3
for them in	3
along with his	3
house of alcinous	3
as though we	3
or you may	3
golden ewer and	3
then let each	3
losing all his	3
at the back	3
was among the	3
held a council	3
have known that	3
and the rest	3
of the nymph	3
that comes from	3
took his bow	3
were fighting before	3
thought he was	3
be at once	3
wealthiest of all	3
but as he	3
his shield with	3
that ulysses might	3
fly for safety	3
that is to	3
fond of him	3
old knight peleus	3
property without paying	3
do you take	3
by the old	3
wish i were	3
may have been	3
and his head	3
i would indeed	3
helmet from off	3
up the mare	3
we other gods	3
his whole body	3
where i have	3
drive it into	3
she took me	3
of olympian jove	3
but he had	3
is the meaning	3
in my arms	3
of the yard	3
if i see	3
which i may	3
heart of diomed	3
is he still	3
the suitors bit	3
those days i	3
it was here	3
glory of still	3
it or no	3
the back as	3
mother who bore	3
done all this	3
was of silver	3
you will take	3
me again and	3
with panic and	3
again faced the	3
flung himself into	3
drew his spear	3
gave victory to	3
a veil before	3
of them have	3
can not defend	3
was in an	3
up from the	3
juno has brought	3
make him a	3
looked upon his	3
aloof so long	3
some pieces of	3
huge and hugely	3
then when he	3
my darling son	3
spoke he sprang	3
him as she	3
him so that	3
you are king	3
whether he will	3
much the same	3
to you that	3
more and more	3
studded sword of	3
you to ithaca	3
turn his horses	3
immortal gods that	3
blood and filth	3
let her go	3
the dark sea	3
closed his eyes	3
of the fighting	3
own life and	3
hector saw him	3
just in front	3
the whole house	3
of no use	3
drove his spear	3
are the finest	3
about the ships	3
about her and	3
the best in	3
there can be	3
smiled at this	3
has brought us	3
their places on	3
from the first	3
aiming with spears	3
had got into	3
went back again	3
which achilles had	3
him to let	3
shield with his	3
him if he	3
speaking the truth	3
over the course	3
me to his	3
is time for	3
between ithaca and	3
to fight him	3
defence of his	3
was still in	3
of twenty men	3
let the heralds	3
you and me	3
and his strength	3
had been done	3
clasps of silver	3
not have my	3
on over the	3
the other chieftains	3
from their seats	3
near the sea	3
of battle is	3
the flames of	3
carried off from	3
will fight anew	3
you will come	3
by the road	3
of range of	3
after much suffering	3
knees of minerva	3
the cloak and	3
could not bear	3
among all mankind	3
has played me	3
trojans from destruction	3
on the waggon	3
will return in	3
i saw him	3
far from our	3
into the hearts	3
skill in needlework	3
and enjoy the	3
would be a	3
all haste to	3
piece of plate	3
there is something	3
the epeans rule	3
of these suitors	3
in return for	3
all round them	3
trouble yourself about	3
i said that	3
cease fighting till	3
diomed the son	3
son of enops	3
the twentieth year	3
the onset of	3
golden goblet of	3
but you shall	3
cried out to	3
his comrade and	3
fell on one	3
lay on the	3
though it is	3
ranks of heroes	3
with the help	3
neither man nor	3
from off me	3
sat down on	3
their way home	3
the act of	3
with both his	3
hector and aeneas	3
over and over	3
wore on and	3
will not listen	3
and shouted out	3
urging them on	3
are trying to	3
of horned cattle	3
speaking a bird	3
ready for him	3
and on that	3
chief among us	3
their right hands	3
alike on the	3
made no answer	3
should take the	3
the companies of	3
when night comes	3
i am giving	3
wine with water	3
shepherds with him	3
when we achaeans	3
put them in	3
limb from limb	3
and king apollo	3
am afraid of	3
so far away	3
there came thirty	3
of the yards	3
your brave son	3
forth all your	3
also all the	3
to give glory	3
eurymachus son of	3
stand by you	3
achaean heroes in	3
they saw their	3
with hector at	3
man may be	3
well and are	3
and you must	3
full length in	3
clean through him	3
the best young	3
heaven has put	3
they did so	3
rest up small	3
while he went	3
and bring him	3
go with him	3
here for the	3
reigned over the	3
and caressed him	3
bring matters to	3
his beautiful eyes	3
the suitors have	3
father of gods	3
water and handed	3
to send it	3
and set me	3
matters to an	3
your horses to	3
were when you	3
the ships on	3
house of aegisthus	3
this done he	3
the land and	3
i may be	3
is no more	3
war with the	3
there were also	3
or be slain	3
that those who	3
hung by his	3
her own husband	3
in a good	3
ulysses might return	3
whether he was	3
and waited till	3
the service of	3
pieces upon the	3
she threw a	3
short shrift and	3
sacrifices to the	3
they had lost	3
on the seventh	3
if any of	3
his high throne	3
under the waves	3
have among them	3
and with all	3
the altar of	3
and water and	3
what is the	3
are not here	3
can not stay	3
the greater part	3
when an old	3
into his chariot	3
as a breath	3
when jove is	3
been killing the	3
the house as	3
beat upon the	3
rose from under	3
far the foremost	3
ever so much	3
or aiming with	3
arrow through the	3
am in the	3
and smote him	3
with him a	3
than i have	3
darkness of night	3
honour of the	3
of old age	3
so that there	3
when i got	3
her with my	3
trojans to the	3
rose from her	3
the plain was	3
was in charge	3
can not find	3
can throw a	3
and trojan women	3
took their several	3
followed by the	3
and minerva said	3
they got to	3
he had seen	3
with all her	3
his own chariot	3
him to me	3
from the achaeans	3
not be long	3
death of us	3
set out to	3
where the suitors	3
them and went	3
hurled it from	3
and carry it	3
the captains of	3
of the lycian	3
are and where	3
will be more	3
the tendons at	3
pleased them well	3
and speak to	3
a fire in	3
of his mother	3
and sit down	3
the tramp as	3
he grasped his	3
then phoebus apollo	3
here in the	3
end in my	3
both you and	3
more than i	3
and a sorry	3
to his memory	3
in their own	3
did he take	3
to let the	3
dead though he	3
one of great	3
of olympus and	3
without saying anything	3
till he should	3
of men fighting	3
and they made	3
he saw this	3
the river axius	3
was still morning	3
the ships that	3
an excellent person	3
sight of the	3
him who would	3
but it will	3
they then laid	3
they were very	3
drink offerings to	3
will have no	3
shall be reddened	3
warrior of the	3
to take up	3
go with me	3
do not visit	3
as a prize	3
at the doors	3
that came from	3
then all of	3
and busy yourself	3
have been in	3
he would never	3
wife and son	3
but the waves	3
a body of	3
this way for	3
have her own	3
will send you	3
on hearing this	3
lying at the	3
they went into	3
if he would	3
fell into a	3
went in and	3
should he hear	3
there has been	3
will come down	3
is laid out	3
the achaeans on	3
cloud of grief	3
them to their	3
both of the	3
on till they	3
would one turn	3
a pall for	3
in the war	3
quells the ranks	3
counsels of jove	3
sit down and	3
will be with	3
washed him and	3
blow on the	3
what they should	3
heaven robbed me	3
argives set sail	3
with bronze and	3
a goddess for	3
not remember how	3
old or young	3
a bath and	3
close to one	3
in which case	3
that she would	3
there came a	3
too strong for	3
let the other	3
but the trojans	3
she had had	3
other of them	3
with a sword	3
his ship with	3
wielding his spear	3
tore through the	3
to take part	3
went to his	3
him a present	3
i fear that	3
a quick passage	3
to get away	3
the swineherd had	3
grasped his redoubtable	3
were his own	3
will talk if	3
and go on	3
he had slain	3
to get a	3
presently he came	3
on the horizon	3
may go with	3
once and tell	3
it was so	3
filled with their	3
see to the	3
and marvelled at	3
could i but	3
had told him	3
have taken this	3
like a flame	3
head as he	3
to find your	3
have come by	3
whom this quarrel	3
the others and	3
ulysses is dead	3
in by the	3
them man by	3
to send him	3
the god of	3
yoked his fleet	3
with them that	3
but phoebus apollo	3
the poor creature	3
spear at ajax	3
in the belly	3
that he who	3
decide between us	3
pretext of paying	3
sleep with her	3
lambs and kids	3
horses and drove	3
he made them	3
the third was	3
other women in	3
large flock of	3
had grown old	3
them there were	3
the foot and	3
get the achaeans	3
in their ships	3
cup of wine	3
began to weep	3
suitors in your	3
i shall give	3
were at the	3
ruler over the	3
not stay my	3
sterns of our	3
keep each other	3
my father peleus	3
he has no	3
i should soon	3
and a couple	3
favour of the	3
she began to	3
the trojan and	3
at my own	3
a ship into	3
of still keeping	3
any number of	3
on the river	3
take their seats	3
for us to	3
you are minded	3
hold their ground	3
in the mire	3
there came fifty	3
turned back to	3
my wicked wife	3
no other woman	3
island of dulichium	3
carefully up into	3
man than he	3
were burned and	3
did not bark	3
and be at	3
his only son	3
though you are	3
and never yet	3
see if they	3
over to her	3
rallied and again	3
let us not	3
of his arm	3
have the achaeans	3
me in their	3
so at once	3
till we came	3
her own mind	3
both his beautiful	3
very angry with	3
and bid him	3
his seat again	3
hour is come	3
son of pirithous	3
not yet heard	3
they left their	3
with woollen cloaks	3
were on the	3
other of us	3
the others in	3
my dear mother	3
at one moment	3
i have laid	3
have got home	3
the approach of	3
minerva sent them	3
as it may	3
as the life	3
and his crew	3
been killed by	3
but when i	3
of it to	3
see you not	3
it was to	3
name was great	3
to the shaft	3
famed lame god	3
so you are	3
it to me	3
when the servants	3
good red rugs	3
that neptune is	3
not think he	3
rays of the	3
he was sitting	3
palace of king	3
has brought them	3
brandishing his spear	3
for the love	3
he was just	3
which has been	3
as his father	3
two of us	3
of weeping and	3
save the ships	3
he was alive	3
but do not	3
for one of	3
he had so	3
and bade me	3
honoured by the	3
who is angry	3
we went to	3
in the semblance	3
a hue and	3
instantly under arms	3
essay this contest	3
them to come	3
then they took	3
men who have	3
then took the	3
minerva in the	3
he drove his	3
water in the	3
of their way	3
the worse for	3
if you like	3
stitches again by	3
for i too	3
of father jove	3
star that shines	3
were in great	3
i wish that	3
in the vineyard	3
not be so	3
persuade me to	3
driven back from	3
have come hither	3
you to go	3
aimed their bronze	3
among mortal men	3
camped upon the	3
my hands and	3
that held it	3
told my men	3
for if i	3
in their lament	3
him from them	3
with his painless	3
but they did	3
of them say	3
and i made	3
will go and	3
go upstairs and	3
have been long	3
were with him	3
return to his	3
i have killed	3
hovered over his	3
to life again	3
but rather that	3
the day waxed	3
this the men	3
with his consummate	3
saved his life	3
save the trojans	3
you to take	3
did you then	3
who was sitting	3
laid out without	3
me off into	3
a whole twelve	3
made towards the	3
floor of the	3
he had put	3
of heroes who	3
if he so	3
his eyes filled	3
you achaeans were	3
his orders to	3
the proud trojans	3
is decreed that	3
is nothing like	3
the poor fellow	3
the others are	3
even a god	3
the place will	3
one who could	3
saying of alexandrus	3
mischief for the	3
earth with his	3
half way up	3
was honoured by	3
tell you something	3
in his father	3
celebrate his funeral	3
and the city	3
and the sun	3
they both of	3
what is going	3
the meaning of	3
mansions of olympus	3
not hold their	3
we had lost	3
the rich land	3
over on to	3
holding a veil	3
ships nor sailors	3
let the suitors	3
rests with heaven	3
from his hands	3
forth to the	3
arms of his	3
not seem to	3
of heart and	3
was covered with	3
cauldron that had	3
he will thus	3
that reached his	3
by spear or	3
he flung himself	3
took down the	3
bronze did not	3
see how i	3
some one may	3
at the door	3
and give victory	3
become meat for	3
therefore went to	3
sleeping in the	3
to make war	3
with care as	3
did not protect	3
in any of	3
likely to be	3
if they had	3
his limbs failed	3
the protector of	3
at home again	3
this he struck	3
no man living	3
from his tent	3
help the danaans	3
when achilles saw	3
with him as	3
so good a	3
who have displeased	3
how i can	3
and tell them	3
middle of it	3
he will never	3
for those that	3
to string the	3
over to you	3
god of the	3
i fear he	3
a man would	3
the achaeans instantly	3
or whether the	3
stayed his horses	3
had followed him	3
the same moment	3
spoke the son	3
drew back the	3
your own home	3
said to diomed	3
sprang from the	3
many of your	3
my mother thetis	3
left behind you	3
blood and lineage	3
sword and sprang	3
know what i	3
then he turned	3
i heard the	3
and the strong	3
my dear nurse	3
to sail the	3
to come out	3
and of your	3
the awful goddess	3
by the death	3
there were fifty	3
this very day	3
up our minds	3
of some high	3
over his shoulder	3
the foremost man	3
of the phoceans	3
giving so much	3
not have to	3
he yoked his	3
and go to	3
the aeaean island	3
the pretext of	3
men at the	3
along the line	3
this man has	3
and call ajax	3
dear husband till	3
the spear tore	3
bowl and the	3
shed upon the	3
criers round to	3
the high mountain	3
went on shore	3
a large flock	3
me off my	3
from the country	3
have gone on	3
came on shore	3
was not in	3
and apollo heard	3
me as a	3
the one he	3
destruction upon the	3
great over all	3
her after the	3
from the summits	3
of the courtyard	3
own head and	3
one can not	3
him between the	3
and through the	3
as it should	3
hear anything about	3
a time for	3
give me my	3
hear of my	3
lost our comrades	3
to come up	3
came over his	3
how we can	3
obey the behests	3
shook the helmet	3
from my father	3
upon us and	3
and then came	3
the people will	3
a chariot and	3
the truth and	3
up to telemachus	3
with her after	3
those whom you	3
will find him	3
fast to the	3
argives raised a	3
when she has	3
bed with her	3
of the wicked	3
a fallow field	3
who were with	3
do not yet	3
it from its	3
over the city	3
through much hardship	3
him they were	3
is within the	3
if we had	3
he had promised	3
went within the	3
had a son	3
have been always	3
among the cephallenians	3
story of your	3
well to do	3
this long time	3
his horses round	3
stretched on earth	3
are my own	3
and the crew	3
all the country	3
offered it as	3
meet you and	3
the road side	3
opened the door	3
i then was	3
scheming saturn has	3
in like honour	3
drew the ship	3
doomed to die	3
them into a	3
and you would	3
know more about	3
vaunting over him	3
whom he was	3
i go up	3
and i would	3
to lead the	3
at the boldness	3
what god has	3
in the liver	3
left the river	3
me a fair	3
his long spear	3
he looked upon	3
a hurry to	3
round him were	3
assumed the form	3
in great numbers	3
offer sacrifice to	3
a god could	3
had lost our	3
as the lightning	3
she heard this	3
back to high	3
will hide nothing	3
sure that it	3
two of my	3
stronger i am	3
in his embrace	3
and there are	3
and shirt of	3
out of range	3
has come about	3
get and be	3
nestor of gerene	3
i never yet	3
applauded his saying	3
she is a	3
man would have	3
did he go	3
from it there	3
flew over the	3
with his bronze	3
and darkness veiled	3
these two heroes	3
say what you	3
is with him	3
the one with	3
extreme left of	3
the saying of	3
were about the	3
spear went clean	3
come from fertile	3
from the grey	3
come to our	3
came to them	3
let us set	3
anything about it	3
to the mainland	3
achilles will not	3
full on the	3
sight of his	3
was of gold	3
and killed the	3
went through his	3
all that the	3
that not even	3
were one of	3
i deemed that	3
and the maids	3
the man is	3
must see that	3
show me the	3
and tents to	3
and took aim	3
till heaven decide	3
he lost his	3
was with the	3
the cuirass of	3
a prayer to	3
due honour to	3
and night sprang	3
go straight up	3
sun had set	3
my eyes behold	3
decorated seat inlaid	3
of agamemnon and	3
arrow in the	3
and i know	3
left the field	3
as that he	3
squire of the	3
god nor man	3
for the hero	3
of my spear	3
had completed their	3
day by day	3
you of the	3
great distress of	3
needlework perish unrecorded	3
but we shall	3
went through it	3
in this house	3
past him and	3
round to call	3
good luck to	3
whole night through	3
as though the	3
if we are	3
that a stranger	3
all in a	3
us obey the	3
the day will	3
it for the	3
such was i	3
we are to	3
all the gates	3
to sit down	3
twenty years of	3
of kin to	3
you come down	3
and the greatness	3
easily as a	3
over all that	3
is a great	3
got the better	3
round it to	3
seats in the	3
i wish you	3
said to apollo	3
we achaeans are	3
he is and	3
conduct him to	3
of the enemy	3
grant me to	3
you other gods	3
for having blinded	3
have been wanting	3
he will tell	3
a barrow to	3
clean out of	3
daughters of jove	3
wish you would	3
the ships we	3
my head off	3
to make their	3
suitors bit their	3
of tydeus was	3
and you may	3
show herself to	3
then achilles went	3
would that he	3
i had to	3
would have come	3
see whither he	3
the hero laertes	3
them up in	3
had got as	3
satisfaction to achilles	3
mast and sails	3
at the bottom	3
trojan men and	3
shall stay here	3
long an absence	3
he had two	3
not break through	3
to the flames	3
fight at once	3
the feats of	3
went among them	3
built a wall	3
meet your doom	3
to make me	3
in the flank	3
now that we	3
them a mess	3
up against the	3
if i may	3
from the high	3
at once with	3
you have heard	3
me with her	3
told his men	3
in due honour	3
not think of	3
and took out	3
day of his	3
that there was	3
bowels came gushing	3
the women servants	3
else that a	3
with my hands	3
so it would	3
against all who	3
spear at him	3
shook his head	3
with the foremost	3
for none other	3
we were close	3
that some of	3
pay for it	3
they washed their	3
set a seat	3
and with many	3
the bossed shields	3
will try to	3
sitting by the	3
that nothing can	3
her mast and	3
down within the	3
he held the	3
hand and foot	3
and will be	3
drive them back	3
my house to	3
you going to	3
be worse for	3
whether we shall	3
his painless shafts	3
talking to him	3
ground as he	3
send you to	3
rest of us	3
him a shirt	3
